Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,unique_affiliation_count,all_china,some_china,some_usa,all_usa,all_countries,affiliation_data,unique_country_count,Most Recent Affiliation Year,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_id_1983,affiliation_country_1983,affiliation_display_name_1983,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1984,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1985,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1986,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1987,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1988,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1989,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1990,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1991,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1992,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1993,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1994,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1995,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1996,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1997,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1998,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1999,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_2000,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2001,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2002,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2003,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2004,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2005,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2006,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2007,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2008,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2009,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2010,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2011,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2012,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2013,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2014,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2015,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2016,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2017,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2018,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2019,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2020,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2021,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2022,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2023,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2024,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2025,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2026
Yunkui Xiong,3,,https://openalex.org/A5055302542,A5055302542,,Yunkui Xiong,"Y. Xiong, Yun-kui Xiong, Yunkui Xiong",15,155,1.0,6,3,1,True,True,False,False,China,True,1,2024,Jiangxi Normal University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I53592917,China,Jiangxi Normal University,,,,https://openalex.org/I53592917,China,Jiangxi Normal University,,,,,,,,,,,,,https://openalex.org/I53592917,China,Jiangxi Normal University,https://openalex.org/I53592917,China,Jiangxi Normal University,,,,,,,,,,https://openalex.org/I53592917,China,Jiangxi Normal University,https://openalex.org/I53592917,China,Jiangxi Normal University,https://openalex.org/I53592917,China,Jiangxi Normal University,,,,,,,https://openalex.org/I53592917,China,Jiangxi Normal University,,,,,,
Yunxie Wei,2,,https://openalex.org/A5068079517,A5068079517,https://orcid.org/0000-0001-8218-4437,Yunxie Wei,"Wei, Y. X., Wei, Yunxie, Y. Wei, Y. X. Wei, Y.-X. Wei, Yunxie Wei",117,4381,41.5625,38,72,6,False,True,False,False,"China, Hong Kong",True,2,2025,Hainan University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I20942203,China,Hainan University,https://openalex.org/I107851509,China,Chinese Academy of Tropical Agricultural Sciences,https://openalex.org/I20942203,China,Hainan University,https://openalex.org/I889458895,Hong Kong,University of Hong Kong,https://openalex.org/I20942203,China,Hainan University,https://openalex.org/I20942203,China,Hainan University,https://openalex.org/I80626142,China,Xinxiang Medical University,https://openalex.org/I20942203,China,Hainan University,https://openalex.org/I4210149102,China,Sanya University,https://openalex.org/I80432865,China,Hainan Tropical Ocean University,https://openalex.org/I4210149102,China,Sanya University,https://openalex.org/I20942203,China,Hainan University,,,
Yuting Yan,3,,https://openalex.org/A5019540330,A5019540330,,Yuting Yan,"Y.-Y. Yan, Yan, Yuting, Yuting Yan",8,228,37.5,2,1,3,True,True,False,False,China,True,1,2026,Institute of Hematology & Blood Diseases Hospital,China,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210123254,China,Thermal Power Research Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210123254,China,Thermal Power Research Institute,,,,,,,,,,https://openalex.org/I4210161896,China,Fu Wai Hospital,https://openalex.org/I4210147887,China,Institute of Hematology & Blood Diseases Hospital
Yuxiang Luo,3,,https://openalex.org/A5100569167,A5100569167,,Yuxiang Luo,"Luo, Yuxiang, Yuxiang Luo",10,227,43.8,3,1,3,True,True,False,False,China,True,1,2025,Hunan University of Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210145500,China,Guizhou Electric Power Design and Research Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210145393,China,Hainan Agricultural School,https://openalex.org/I4210145393,China,Hainan Agricultural School,https://openalex.org/I49934816,China,Hunan University of Technology,,,
Yuxiang You,6,,https://openalex.org/A5101289778,A5101289778,,Yuxiang You,"You, Yuxiang, Yuxiang You",6,792,132.0,5,5,0,False,False,False,False,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuxin Zhu,3,,https://openalex.org/A5068383472,A5068383472,https://orcid.org/0009-0001-4153-1663,Yuxin Zhu,"Y. X. Zhu, Y. Zhu, Yuncong Zhu, Yuxin Zhu, Zhu, Y. X., Zhu, Yuxin",16,699,55.75,5,4,3,True,True,False,False,China,True,1,2025,Nanjing University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I191208505,China,Xiamen University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I191208505,China,Xiamen University,,,,,,,https://openalex.org/I191208505,China,Xiamen University,,,,,,,,,,,,,,,,https://openalex.org/I9842412,China,Nanjing University of Aeronautics and Astronautics,https://openalex.org/I881766915,China,Nanjing University,,,
Yuxuan Liu,4,,https://openalex.org/A5102651090,A5102651090,https://orcid.org/0000-0001-5788-1329,Yuxuan Liu,"Liu, Yuxuan, Yuxuan Liu",32,461,13.115384615384617,8,7,2,True,True,False,False,China,True,1,2025,Northeast Petroleum University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I921716337,China,Northeast Petroleum University,,,
Yuyang Zhou,3,,https://openalex.org/A5011549126,A5011549126,https://orcid.org/0000-0003-2873-7306,Yuyang Zhou,"Yuyang Zhou, Zhou Yuyang, Zhou, Yuyang",19,667,46.642857142857146,3,2,3,True,True,False,False,China,True,1,2026,First Affiliated Hospital of Wenzhou Medical University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I181326427,China,Donghua University,https://openalex.org/I181326427,China,Donghua University,https://openalex.org/I4210154159,China,Xihu Institute of Electronic Research,https://openalex.org/I2801769982,China,First Affiliated Hospital of Wenzhou Medical University
Yu‐Chi Wu,1,,https://openalex.org/A5081544752,A5081544752,https://orcid.org/0000-0003-2821-2040,Yu‐Chi Wu,"Wu, Y., Wu, Yu, Wu, Yu-Chi, Wu, Yuchi, Y. C. Wu, Y. Wu, Y.-C. WU, Y.-C. Wu, Y.C. Wu, YUCHI WU, Yao‐Hwa Wu, Yaqiong Wu, Ying-Lei Wu, Yinglong Wu, Yu Chi Wu, Yu Wu, Yu-Chi WU, Yu-Chi Wu, Yu-chi Wu, YuChi Wu -, Yuchi Wu, Yu‐Chi Wu",168,1986,6.309523809523809,21,40,13,False,True,True,False,"China, Hong Kong, Taiwan, United States",True,4,2025,University of Hong Kong,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I130701444,United States,Georgia Institute of Technology,https://openalex.org/I130701444,United States,Georgia Institute of Technology,,,,,,,,,,,,,,,,,,,https://openalex.org/I125934054,Taiwan,National United University,https://openalex.org/I125934054,Taiwan,National United University,https://openalex.org/I125934054,Taiwan,National United University,https://openalex.org/I125934054,Taiwan,National United University,https://openalex.org/I130701444,United States,Georgia Institute of Technology,https://openalex.org/I16733864,Taiwan,National Taiwan University,,,,,,,https://openalex.org/I16733864,Taiwan,National Taiwan University,https://openalex.org/I4387155340,China,Laser Fusion Research Center,https://openalex.org/I184693016,Taiwan,China Medical University,https://openalex.org/I4387155340,China,Laser Fusion Research Center,https://openalex.org/I4210131919,China,Xi'an University of Technology,https://openalex.org/I25846049,Taiwan,National Tsing Hua University,https://openalex.org/I125934054,Taiwan,National United University,https://openalex.org/I22265921,Taiwan,National Central University,https://openalex.org/I4210115494,China,Baogang Group (China),https://openalex.org/I4210115494,China,Baogang Group (China),https://openalex.org/I16733864,Taiwan,National Taiwan University,https://openalex.org/I16733864,Taiwan,National Taiwan University,https://openalex.org/I99908691,Taiwan,Yuan Ze University,https://openalex.org/I125934054,Taiwan,National United University,https://openalex.org/I4210162623,China,Datang Telecom Group (China),https://openalex.org/I64449678,China,Putian University,https://openalex.org/I889458895,Hong Kong,University of Hong Kong,,,
Z. L. Xu,3,,https://openalex.org/A5104332671,A5104332671,,Z. L. Xu,"Xu, Z. L., Xu, Zhean, Z. L. Xu, Z.L. Xu, Z. L. Xu, Zhean Xu",13,1481,110.5,7,7,3,True,True,False,False,China,True,1,2025,Purple Mountain Observatory,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I126520041,China,University of Science and Technology of China,https://openalex.org/I2802340896,China,Purple Mountain Observatory,https://openalex.org/I2802340896,China,Purple Mountain Observatory,,,,https://openalex.org/I2802340896,China,Purple Mountain Observatory,https://openalex.org/I2802340896,China,Purple Mountain Observatory,https://openalex.org/I2802340896,China,Purple Mountain Observatory,https://openalex.org/I19820366,China,Chinese Academy of Sciences,https://openalex.org/I2802340896,China,Purple Mountain Observatory,,,
Z. Z. Ren,4,,https://openalex.org/A5113209526,A5113209526,https://orcid.org/0009-0003-9743-8374,Z. Z. Ren,"Ren, Z. Z., Z. Z. Ren, Zhangheng Ren, Zhigang Ren",11,639,63.9,2,2,2,False,False,True,True,United States,True,1,2026,College of Marin,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210115558,United States,Wisdom Health (United States),https://openalex.org/I87339560,United States,College of Marin
Zehua Zhao,1,,https://openalex.org/A5101521680,A5101521680,https://orcid.org/0000-0001-7965-4274,Zehua Zhao,"Zehua Zhao, Zhao, Zehua",11,73,3.6666666666666665,6,3,5,False,True,False,False,"Australia, China",True,2,2025,Beijing Institute of Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I158842170,China,Chongqing University,https://openalex.org/I158842170,China,Chongqing University,,,,https://openalex.org/I158842170,China,Chongqing University,https://openalex.org/I4210146387,China,Guang’anmen Hospital,https://openalex.org/I17747738,China,Beijing University of Chinese Medicine,,,,https://openalex.org/I129604602,Australia,The University of Sydney,https://openalex.org/I125839683,China,Beijing Institute of Technology,,,
Zehui Ren,5,,https://openalex.org/A5112250476,A5112250476,https://orcid.org/0009-0004-2604-6282,Zehui Ren,"Ren, Zehui, Z Ren, Z. H. Ren, Zehui Ren, Zitong Ren",13,781,82.33333333333333,6,6,5,False,True,False,False,"Canada, China, United Kingdom",True,3,2025,Xinjiang University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I28407311,United Kingdom,University of Manchester,,,,https://openalex.org/I141945490,Canada,University of British Columbia,,,,,,,,,,https://openalex.org/I25757504,China,China University of Mining and Technology,https://openalex.org/I126924076,China,Chongqing Normal University,https://openalex.org/I96908189,China,Xinjiang University,,,
Zekai Zhang,1,,https://openalex.org/A5110668316,A5110668316,https://orcid.org/0009-0001-2000-8814,Zekai Zhang,"Zekai Zhang, Zhang, Zekai",34,307,9.774193548387096,8,8,3,True,True,False,False,China,True,1,2026,Fujian Agriculture and Forestry University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210151987,China,Ministry of Agriculture and Rural Affairs,https://openalex.org/I92178344,China,Anhui University of Technology,https://openalex.org/I92178344,China,Anhui University of Technology,https://openalex.org/I61057504,China,Fujian Agriculture and Forestry University
Zhangli Sha,5,,https://openalex.org/A5020140830,A5020140830,,Zhangli Sha,"Sha, Zhangli, Z. D. Sha, Zhangli Sha",7,740,123.0,4,4,1,True,True,False,False,China,True,1,2023,Xi'an Jiaotong University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I87445476,China,Xi'an Jiaotong University,,,,,,,,,
Zhao Yao,1,,https://openalex.org/A5042436825,A5042436825,https://orcid.org/0000-0003-3030-4614,Zhao Yao,"Yao, Zhao, Z. F. Yao, Z. Yao, Zhao Yao",101,1597,16.894736842105264,25,46,12,False,True,True,False,"China, Russia, South Korea, United States",True,4,2025,Affiliated Hospital of Qingdao University,China,,,,,,,,,,https://openalex.org/I63966007,United States,Massachusetts Institute of Technology,,,,,,,,,,,,,,,,https://openalex.org/I126520041,China,University of Science and Technology of China,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,,,,,,,,,,,,,,,,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,,,,,,,,,,,,,https://openalex.org/I161024014,South Korea,Kwangwoon University,https://openalex.org/I58956616,United States,Case Western Reserve University,https://openalex.org/I161024014,South Korea,Kwangwoon University,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I108688024,China,Qingdao University,https://openalex.org/I161024014,South Korea,Kwangwoon University,https://openalex.org/I4210099908,China,Shandong Academy of Textile Science (China),https://openalex.org/I4210157323,China,South China Institute of Collaborative Innovation,https://openalex.org/I23632641,China,Shanghai University of Electric Power,https://openalex.org/I44468530,China,Qingdao University of Technology,https://openalex.org/I4210116869,China,Affiliated Hospital of Qingdao University,https://openalex.org/I87289247,Russia,Murmansk State Technical University,https://openalex.org/I4210116869,China,Affiliated Hospital of Qingdao University,,,
Zhe Fu,5,,https://openalex.org/A5103128811,A5103128811,https://orcid.org/0000-0003-4214-9957,Zhe Fu,"Fu, Zhe, Z. Fu, Z.C Fu, Zhe Fu, Zhe Fu, Hao Liu, Ph.D., And Xiao-Yun Lu, Ph.D.",74,516,8.764705882352942,13,16,14,False,True,True,False,"Australia, Canada, China, Hong Kong, United Kingdom, United States",True,6,2026,University of North Carolina at Charlotte,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I14243506,Hong Kong,Hong Kong Polytechnic University,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I1290206253,United States,Microsoft (United States),,,,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I159129438,Canada,Université du Québec à Montréal,https://openalex.org/I36258959,United States,"University of California, San Diego",,,,https://openalex.org/I4210129794,Australia,Division of Materials Science and Engineering,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I196699116,China,Wuhan University of Technology,https://openalex.org/I74525822,China,Hubei University of Technology,,,,,,,https://openalex.org/I78988378,China,Renmin University of China,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I61372060,United Kingdom,PA Consulting Group,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I4210144384,China,Third Affiliated Hospital of Zhengzhou University,https://openalex.org/I102149020,United States,University of North Carolina at Charlotte
Zhen Huang,4,,https://openalex.org/A5101653729,A5101653729,https://orcid.org/0000-0002-2515-5776,Zhen Huang,"Huang Zhen, Huang, Zhen, Z Y Huang, Zhen Huang",97,2272,16.47826086956522,27,46,9,True,True,False,False,China,True,1,2025,Zhejiang University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I141962983,China,Shanghai University of Engineering Science,,,,,,,,,,https://openalex.org/I139660479,China,Central South University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I25757504,China,China University of Mining and Technology,https://openalex.org/I4210113195,China,Gannan Medical University,https://openalex.org/I25757504,China,China University of Mining and Technology,https://openalex.org/I25757504,China,China University of Mining and Technology,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I4510145,China,Jiangxi University of Science and Technology,https://openalex.org/I4510145,China,Jiangxi University of Science and Technology,https://openalex.org/I4510145,China,Jiangxi University of Science and Technology,https://openalex.org/I76130692,China,Zhejiang University,,,
Zhen Zhang,4,,https://openalex.org/A5118092868,A5118092868,https://orcid.org/0009-0006-8239-6652,Zhen Zhang,"Zhang, Zhen, Zhen Zhang",80,1637,6.467741935483871,12,14,10,False,True,True,False,"China, United States",True,2,2025,Beihang University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I2799853436,United States,Johns Hopkins Medicine,,,,,,,https://openalex.org/I145311948,United States,Johns Hopkins University,,,,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I4210126939,China,ZheJiang Academy of Agricultural Sciences,,,,https://openalex.org/I4210117453,United States,Dana-Farber Cancer Institute,https://openalex.org/I4210117453,United States,Dana-Farber Cancer Institute,https://openalex.org/I4210098034,China,Key Laboratory of Guangdong Province,,,,,,,,,,https://openalex.org/I103890011,China,Shenyang Pharmaceutical University,https://openalex.org/I47689461,China,Northeast Forestry University,https://openalex.org/I101479585,China,South China Agricultural University,https://openalex.org/I82880672,China,Beihang University,https://openalex.org/I82880672,China,Beihang University,,,
Zhenda Xie,6,,https://openalex.org/A5007043113,A5007043113,https://orcid.org/0000-0003-2060-3063,Zhenda Xie,"Xie, Z., Xie, Zhenda, Xie,Z, Z D Xie, Z. D. Xie, Z. Xie, Z.D. Xie, Zhen-Da Xie, Zhen-da Xie, ZhenDa Xie, Zhenda Xie, Zhenda 臻达 Xie 谢, Zhentai Xie, zhenda xie",242,3897,11.387755102040815,35,91,4,False,True,True,False,"China, United States",True,2,2025,Nanjing University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I91935597,China,University of South China,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I78577930,United States,Columbia University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I881766915,China,Nanjing University,,,
Zhengyan Zhang,3,,https://openalex.org/A5111176285,A5111176285,,Zhengyan Zhang,"Zhang, Zhengyan, Zhengyan Zhang",5,675,135.0,3,3,0,False,False,False,False,,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhenhua Wu,1,,https://openalex.org/A5011674202,A5011674202,https://orcid.org/0000-0002-5527-0310,Zhenhua Wu,"Wu, Z. F., Wu, Zuohan, Z. F. Wu, Z.F. Wu, Zhen-Hua Wu, Zhen-hua Wu, Zhenghua Wu, Zhengkang Wu, Zhenhua Wu, Zhen‐Hua Wu, Zi-wang Wu",102,2304,26.75675675675676,22,34,8,True,True,False,False,China,True,1,2026,Anhui University of Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I204983213,China,Harbin Institute of Technology,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I43922553,China,Wuhan University of Science and Technology,,,,,,,,,,,,,https://openalex.org/I43922553,China,Wuhan University of Science and Technology,https://openalex.org/I43922553,China,Wuhan University of Science and Technology,https://openalex.org/I43922553,China,Wuhan University of Science and Technology,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I43922553,China,Wuhan University of Science and Technology,https://openalex.org/I4210139699,China,Micro & Nano Research Institute,https://openalex.org/I4210139699,China,Micro & Nano Research Institute,https://openalex.org/I43922553,China,Wuhan University of Science and Technology,https://openalex.org/I4210135742,China,Shanghai First People's Hospital,https://openalex.org/I4210135742,China,Shanghai First People's Hospital,https://openalex.org/I4210154407,China,Oil and Gas Center,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I92178344,China,Anhui University of Technology
