Author,OA_ID,unique_affiliation_count,affiliation-2026,ID-2026,affiliation-2025,ID-2025,affiliation-2024,ID-2024,affiliation-2023,ID-2023,affiliation-2022,ID-2022,affiliation-2021,ID-2021,affiliation-2020,ID-2020,affiliation-2019,ID-2019,affiliation-2018,ID-2018,affiliation-2017,ID-2017,affiliation-2016,ID-2016,affiliation-2015,ID-2015,affiliation-2014,ID-2014,affiliation-2013,ID-2013,affiliation-2012,ID-2012,affiliation-2011,ID-2011,affiliation-2010,ID-2010,affiliation-2009,ID-2009,affiliation-2008,ID-2008,affiliation-2007,ID-2007,affiliation-2006,ID-2006,affiliation-2005,ID-2005,affiliation-2004,ID-2004,affiliation-2003,ID-2003,affiliation-2002,ID-2002,affiliation-2001,ID-2001,affiliation-2000,ID-2000,affiliation-1999,ID-1999,affiliation-1998,ID-1998,affiliation-1997,ID-1997,affiliation-1996,ID-1996,affiliation-1995,ID-1995,affiliation-1994,ID-1994,affiliation-1993,ID-1993,affiliation-1992,ID-1992,affiliation-1991,ID-1991,affiliation-1989,ID-1989,affiliation-1988,ID-1988,affiliation-1987,ID-1987,affiliation-1986,ID-1986,affiliation-1985,ID-1985
Hui Li,A5100637295,8,,,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,State Key Laboratory of Space Weather,https://openalex.org/I4391768066,State Key Laboratory of Space Weather,https://openalex.org/I4391768066,State Key Laboratory of Space Weather,https://openalex.org/I4391768066,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,State Key Laboratory of Space Weather,https://openalex.org/I4391768066,Instituto Nacional de Pesquisas Espaciais,https://openalex.org/I80849659,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,National Space Science Center,https://openalex.org/I4210115570,National Space Science Center,https://openalex.org/I4210115570,National Space Science Center,https://openalex.org/I4210115570,National Space Science Center,https://openalex.org/I4210115570,University of Houston,https://openalex.org/I44461941,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,Hebei Normal University,https://openalex.org/I94611258,National Space Science Center,https://openalex.org/I4210115570,National Space Science Center,https://openalex.org/I4210115570,National Space Science Center,https://openalex.org/I4210115570,National Space Science Center,https://openalex.org/I4210115570,,,Chinese Academy of Sciences,https://openalex.org/I19820366,,,Chengdu Organic Chemicals (China),https://openalex.org/I4210106541,,,Chengdu Organic Chemicals (China),https://openalex.org/I4210106541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaoxiang Wang,A5100679200,7,,,Shanghai Construction Group (China),https://openalex.org/I4210153035,Zhejiang University,https://openalex.org/I76130692,Zhejiang University,https://openalex.org/I76130692,Zhejiang University,https://openalex.org/I76130692,Zhejiang University,https://openalex.org/I76130692,Zhejiang University,https://openalex.org/I76130692,Zhejiang University,https://openalex.org/I76130692,Nanjing University,https://openalex.org/I881766915,Columbia University,https://openalex.org/I78577930,Zhejiang University,https://openalex.org/I76130692,Zhejiang University,https://openalex.org/I76130692,,,Zhejiang University,https://openalex.org/I76130692,Shougang Institute of Technology,https://openalex.org/I4210127624,Zhejiang University,https://openalex.org/I76130692,Zhejiang University,https://openalex.org/I76130692,China National Petroleum Corporation (China),https://openalex.org/I98227222,Zhejiang University,https://openalex.org/I76130692,Zhejiang University,https://openalex.org/I76130692,,,Zhejiang University,https://openalex.org/I76130692,,,,,,,,,,,Okayama University,https://openalex.org/I163770644,,,,,,,,,,,,,,,,,,,,,,,,,,
Jin Chen,A5100689175,18,Zhejiang University,https://openalex.org/I76130692,Huizhou University,https://openalex.org/I93477617,Hainan Medical University,https://openalex.org/I79731167,Guangzhou Medical University,https://openalex.org/I92039509,South China University of Technology,https://openalex.org/I90610280,Jinzhou Medical University,https://openalex.org/I85430964,Nanjing Medical University,https://openalex.org/I83519826,Hangzhou Dianzi University,https://openalex.org/I50760025,Chongqing Medical University,https://openalex.org/I87780372,Chongqing Medical University,https://openalex.org/I87780372,Fu Wai Hospital,https://openalex.org/I4210161896,Chongqing Medical University,https://openalex.org/I87780372,Chongqing Medical University,https://openalex.org/I87780372,University of Missouri,https://openalex.org/I76835614,Zhongda Hospital Southeast University,https://openalex.org/I4210105806,Huashan Hospital,https://openalex.org/I4210159575,Zhejiang University,https://openalex.org/I76130692,Shandong University of Science and Technology,https://openalex.org/I80143920,Fuzhou General Hospital of Nanjing Military Command,https://openalex.org/I4210120223,Daping Hospital,https://openalex.org/I4210092099,,,,,,,Air Force Medical University,https://openalex.org/I9916479,,,,,Shanghai Jiao Tong University,https://openalex.org/I183067930,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuang Zhou,A5101508494,3,,,Second Affiliated Hospital of Fujian Medical University,https://openalex.org/I4210134617,,,,,,,,,,,Nanjing University of Posts and Telecommunications,https://openalex.org/I41198531,Southeast University,https://openalex.org/I76569877,Southeast University,https://openalex.org/I76569877,,,Southeast University,https://openalex.org/I76569877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wenjie Hu,A5101521918,12,,,University of Pennsylvania,https://openalex.org/I79576946,Hunan Agricultural University,https://openalex.org/I52180223,Hubei University,https://openalex.org/I75900474,Chinese Academy of Science and Technology for Development,https://openalex.org/I4210149693,Stomatology Hospital,https://openalex.org/I4210132950,Stomatology Hospital,https://openalex.org/I4210132950,Stanford University,https://openalex.org/I97018004,Zhejiang University,https://openalex.org/I76130692,Stomatology Hospital,https://openalex.org/I4210132950,Northwest A&F University,https://openalex.org/I89652312,Stomatology Hospital,https://openalex.org/I4210132950,,,University of Sousse,https://openalex.org/I8636806,Stomatology Hospital,https://openalex.org/I4210132950,,,Fudan University Shanghai Cancer Center,https://openalex.org/I4210093194,Peking University,https://openalex.org/I20231570,Yahoo (United Kingdom),https://openalex.org/I1325784139,,,,,,,,,,,Peking University,https://openalex.org/I20231570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaoqing Wu,A5101533376,5,,,Guangzhou Medical University,https://openalex.org/I92039509,Guangzhou Medical University,https://openalex.org/I92039509,Guangzhou Medical University,https://openalex.org/I92039509,Guangzhou Medical University,https://openalex.org/I92039509,,,Guangzhou Medical University,https://openalex.org/I92039509,Guangzhou Medical University,https://openalex.org/I92039509,Guangzhou Medical University,https://openalex.org/I92039509,New York University,https://openalex.org/I57206974,Guangzhou Medical University,https://openalex.org/I92039509,Guangzhou Medical University,https://openalex.org/I92039509,Guangzhou Medical University,https://openalex.org/I92039509,,,,,Jining First People's Hospital,https://openalex.org/I4210136826,,,,,,,,,Guangzhou Medical University,https://openalex.org/I92039509,,,Guangdong Province Women and Children Hospital,https://openalex.org/I4210143875,,,,,,,,,,,,,Tzu Chi Foundation,https://openalex.org/I2800374468,,,,,,,,,,,,,,,,,,,,,,
Zhen Huang,A5101653729,9,,,Zhejiang University,https://openalex.org/I76130692,Jiangxi University of Science and Technology,https://openalex.org/I4510145,Jiangxi University of Science and Technology,https://openalex.org/I4510145,Jiangxi University of Science and Technology,https://openalex.org/I4510145,Tsinghua University,https://openalex.org/I99065089,Nanjing University,https://openalex.org/I881766915,Nanjing University,https://openalex.org/I881766915,Nanjing University,https://openalex.org/I881766915,Nanjing University,https://openalex.org/I881766915,China University of Mining and Technology,https://openalex.org/I25757504,China University of Mining and Technology,https://openalex.org/I25757504,Gannan Medical University,https://openalex.org/I4210113195,China University of Mining and Technology,https://openalex.org/I25757504,Nanjing University,https://openalex.org/I881766915,Southeast University,https://openalex.org/I76569877,Central South University,https://openalex.org/I139660479,,,,,,,Shanghai University of Engineering Science,https://openalex.org/I141962983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yanping Huang,A5101749154,7,,,Institute of High Pressure Physics,https://openalex.org/I4210091332,Institute of High Pressure Physics,https://openalex.org/I4210091332,Chengdu University,https://openalex.org/I4210125143,Sichuan University,https://openalex.org/I24185976,Nanjing Forestry University,https://openalex.org/I167027274,China Leather and Footwear Industry Research Institute,https://openalex.org/I4210144678,Sichuan University,https://openalex.org/I24185976,Hunan University,https://openalex.org/I16609230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East China Normal University,https://openalex.org/I66867065,,,,,,,,,,,,,,,,,,,,,,,,,,
Meng Li,A5101815738,13,Hebei Medical University,https://openalex.org/I111381250,Chongqing Medical University,https://openalex.org/I87780372,Huazhong University of Science and Technology,https://openalex.org/I47720641,Yangzhou University,https://openalex.org/I78978612,Chongqing Medical University,https://openalex.org/I87780372,Southwest Florida Research,https://openalex.org/I4210126525,Henan Institute of Science and Technology,https://openalex.org/I4210163247,First Affiliated Hospital of Hebei Medical University,https://openalex.org/I4210157729,Shanghai Jiao Tong University,https://openalex.org/I183067930,Shandong Academy of Agricultural Sciences,https://openalex.org/I4210106325,New York University,https://openalex.org/I57206974,Henan Institute of Science and Technology,https://openalex.org/I4210163247,Henan University of Technology,https://openalex.org/I36152291,Henan Institute of Science and Technology,https://openalex.org/I4210163247,Henan Institute of Science and Technology,https://openalex.org/I4210163247,Henan Institute of Science and Technology,https://openalex.org/I4210163247,,,Heilongjiang Academy of Forestry,https://openalex.org/I4210115771,Hebei Agricultural University,https://openalex.org/I108160477,Henan Institute of Science and Technology,https://openalex.org/I4210163247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yilong Zhao,a5101870121,4,,,Shanghai Jiao Tong University,https://openalex.org/I183067930,Fudan University,https://openalex.org/I24943067,Fudan University,https://openalex.org/I24943067,Fudan University,https://openalex.org/I24943067,ShangHai JiAi Genetics & IVF Institute,https://openalex.org/I4210122302,Fudan University,https://openalex.org/I24943067,Fudan University,https://openalex.org/I24943067,,,,,,,,,,,Michigan Technological University,https://openalex.org/I11957088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hao Yang,a5101895792,3,,,China Southern Power Grid (China),https://openalex.org/I74872605,Communication University of China,https://openalex.org/I75689368,Communication University of China,https://openalex.org/I75689368,,,,,,,,,,,Jiangsu Center for Collaborative Innovation in Geographical Information Resource Development and Application,https://openalex.org/I4210141657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tong Wu,A5101994749,7,,,China Agricultural University,https://openalex.org/I52158045,Qiqihar Medical University,https://openalex.org/I899859998,Beihang University,https://openalex.org/I82880672,Qiqihar Medical University,https://openalex.org/I899859998,Qiqihar Medical University,https://openalex.org/I899859998,Xi'an Jiaotong University,https://openalex.org/I87445476,Qiqihar Medical University,https://openalex.org/I899859998,Yibin University,https://openalex.org/I4210131342,Xi'an Jiaotong University,https://openalex.org/I87445476,Yibin University,https://openalex.org/I4210131342,Yibin University,https://openalex.org/I4210131342,Yibin University,https://openalex.org/I4210131342,Yibin University,https://openalex.org/I4210131342,Yibin University,https://openalex.org/I4210131342,Research Center for Eco-Environmental Sciences,https://openalex.org/I4210144289,Yibin University,https://openalex.org/I4210131342,Southwest University,https://openalex.org/I142108993,Southwest University,https://openalex.org/I142108993,,,Yibin University,https://openalex.org/I4210131342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaowen Sun,A5104180229,2,Shanghai Ocean University,https://openalex.org/I44675526,State Key Laboratory of Crystal Materials,https://openalex.org/I4391768157,State Key Laboratory of Crystal Materials,https://openalex.org/I4391768157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunxian Ma,A5107930819,11,Guangxi University of Chinese Medicine,https://openalex.org/I4210113348,Fairchild Semiconductor (United States),https://openalex.org/I81844223,Oklahoma State University Oklahoma City,https://openalex.org/I4210131712,University College London,https://openalex.org/I45129253,Institute of High Energy Physics,https://openalex.org/I4210137180,Peking University,https://openalex.org/I20231570,Ludwig-Maximilians-Universität München,https://openalex.org/I8204097,The University of Adelaide,https://openalex.org/I5681781,The University of Adelaide,https://openalex.org/I5681781,University College London,https://openalex.org/I45129253,The University of Adelaide,https://openalex.org/I5681781,,,,,Nagoya University,https://openalex.org/I60134161,Budker Institute of Nuclear Physics,https://openalex.org/I4843557,California Institute of Technology,https://openalex.org/I122411786,California Institute of Technology,https://openalex.org/I122411786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leyi Xia,A5107939686,3,,,,,University of Science and Technology of China,https://openalex.org/I126520041,,,,,University of Warwick,https://openalex.org/I39555362,University of Science and Technology of China,https://openalex.org/I126520041,,,The University of Adelaide,https://openalex.org/I5681781,The University of Adelaide,https://openalex.org/I5681781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. L. Jin,A5109083484,7,Shanghai Jiao Tong University,https://openalex.org/I183067930,Anyang Academy of Agricultural Sciences,https://openalex.org/I4210104895,,,New Technology (Israel),https://openalex.org/I4210136868,,,,,,,Sichuan Agricultural University,https://openalex.org/I37574244,,,Sichuan Agricultural University,https://openalex.org/I37574244,,,,,,,Gansu Agricultural University,https://openalex.org/I16295237,,,,,,,,,,,,,Chonnam National University,https://openalex.org/I111277659,,,,,,,,,,,,,,,,,,,,,,,Hunter College,https://openalex.org/I39694355,,,,,,,,,,,,,,,,
Haoyu Lu,A5110986785,3,,,Hebei GEO University,https://openalex.org/I95946905,Shandong First Medical University,https://openalex.org/I4210163399,Hebei GEO University,https://openalex.org/I95946905,,,,,,,,,,,,,Southeast University,https://openalex.org/I76569877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinyi Zhou,A5111292232,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaojin Shen,A5111323358,1,,,,,,,,,,,,,First People's Hospital of Yunnan Province,https://openalex.org/I4210091044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jian Liang,A5112183358,4,,,National Sun Yat-sen University,https://openalex.org/I142974352,Jiangmen Central Hospital,https://openalex.org/I4210146741,,,,,,,,,,,,,,,,,,,,,,,Nanyang Technological University,https://openalex.org/I172675005,,,Guangdong University of Technology,https://openalex.org/I139024713,Guangdong University of Technology,https://openalex.org/I139024713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. J. Chen,A5112374713,2,,,Yan'an University,https://openalex.org/I4210102412,,,,,,,,,,,,,Institute of Modern Physics,https://openalex.org/I4210131271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanjia Zhao,A5112946948,3,,,Abraham Baldwin Agricultural College,https://openalex.org/I2799637951,,,Zhejiang University,https://openalex.org/I76130692,,,,,,,,,,,Northwestern Polytechnical University,https://openalex.org/I17145004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yixin Dong,a5114999117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhongyu Zhang,A5115604997,9,,,First People's Hospital of Chongqing,https://openalex.org/I4210161892,Hangzhou Dianzi University,https://openalex.org/I50760025,,,,,,,Chinese Academy of Sciences,https://openalex.org/I19820366,,,,,Huazhong University of Science and Technology,https://openalex.org/I47720641,Beijing Institute of Technology,https://openalex.org/I125839683,,,New York Institute of Technology,https://openalex.org/I4210104314,Qujing Normal University,https://openalex.org/I4210105365,,,,,,,"Changchun Institute of Optics, Fine Mechanics and Physics",https://openalex.org/I4210088164,,,,,,,,,,,,,,,,,"Changchun Institute of Optics, Fine Mechanics and Physics",https://openalex.org/I4210088164,Purple Mountain Observatory,https://openalex.org/I2802340896,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhen Zhang,A5118092868,10,,,Beihang University,https://openalex.org/I82880672,Beihang University,https://openalex.org/I82880672,South China Agricultural University,https://openalex.org/I101479585,Northeast Forestry University,https://openalex.org/I47689461,Shenyang Pharmaceutical University,https://openalex.org/I103890011,,,,,,,Key Laboratory of Guangdong Province,https://openalex.org/I4210098034,Dana-Farber Cancer Institute,https://openalex.org/I4210117453,Dana-Farber Cancer Institute,https://openalex.org/I4210117453,,,ZheJiang Academy of Agricultural Sciences,https://openalex.org/I4210126939,Nanjing University,https://openalex.org/I881766915,,,Johns Hopkins University,https://openalex.org/I145311948,,,,,Johns Hopkins Medicine,https://openalex.org/I2799853436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
